cv_text,quiz_q1,quiz_q2,quiz_q3,quiz_q4,quiz_q5,personality_label,job_role_label
Expert in network security with hands-on experience in ethical hacking and risk assessment.,2,2,4,4,4,Introverted,Cybersecurity Analyst
"Professional in branding, experienced in digital campaigns and SEO.",4,4,2,1,4,Openness,Marketing Manager
"Data analyst proficient in data visualization, SQL, and machine learning.",2,2,3,1,3,Openness,Data Analyst
"Graphic designer experienced in Adobe Photoshop, UX/UI design, and Illustrator.",2,2,1,2,2,Openness,Graphic Designer
"Experienced in machine learning, with skills in SQL and data visualization.",2,3,1,2,2,Analytical,Data Analyst
"Experienced in employee engagement, with knowledge of HR policies and recruitment.",2,4,3,1,2,Analytical,HR Specialist
"Business analyst skilled in process improvement, data modeling, and requirement gathering.",3,3,1,3,3,Analytical,Business Analyst
"Professional in digital campaigns, experienced in SEO and branding.",2,3,2,4,3,Creative,Marketing Manager
"Developer skilled in Java, Python, and cloud computing.",1,2,3,2,2,Creative,Software Engineer
"Specialist in UX/UI design, with skills in Illustrator and Adobe Photoshop.",2,4,2,3,3,Introverted,Graphic Designer
"Sales executive with strong skills in negotiation, client management, and CRM.",1,4,4,1,1,Openness,Sales Executive
"Experienced in machine learning, with skills in data visualization and SQL.",4,1,2,2,2,Extraverted,Data Analyst
"Experienced in employee engagement, with knowledge of recruitment and HR policies.",4,2,2,3,2,Creative,HR Specialist
"Professional in digital campaigns, experienced in branding and SEO.",2,2,2,4,4,Creative,Marketing Manager
"Business analyst skilled in requirement gathering, data modeling, and process improvement.",4,2,3,4,1,Introverted,Business Analyst
"Graphic designer experienced in Adobe Photoshop, Illustrator, and UX/UI design.",3,4,4,1,3,Conscientious,Graphic Designer
"Experienced in employee engagement, with knowledge of recruitment and HR policies.",3,4,4,2,2,Conscientious,HR Specialist
"Proven track record in negotiation, with expertise in CRM and client management.",4,2,2,4,3,Openness,Sales Executive
"Experienced in employee engagement, with knowledge of HR policies and recruitment.",4,1,3,1,4,Openness,HR Specialist
"Specialist in UX/UI design, with skills in Illustrator and Adobe Photoshop.",2,2,3,4,2,Analytical,Graphic Designer
"AI researcher with expertise in deep learning, computer vision, and natural language processing.",4,1,3,3,2,Conscientious,AI Researcher
"Business analyst skilled in requirement gathering, process improvement, and data modeling.",2,4,2,1,3,Conscientious,Business Analyst
"Marketing manager with focus on digital campaigns, SEO, and branding.",3,2,3,2,3,Conscientious,Marketing Manager
"Experienced in SQL, with skills in machine learning and data visualization.",2,3,2,4,4,Creative,Data Analyst
"Marketing manager with focus on digital campaigns, SEO, and branding.",3,3,1,3,1,Openness,Marketing Manager
"HR professional skilled in HR policies, employee engagement, and recruitment.",2,2,2,2,2,Extraverted,HR Specialist
"HR professional skilled in recruitment, employee engagement, and HR policies.",3,1,1,1,3,Openness,HR Specialist
"Project manager with expertise in Scrum, Agile, and stakeholder management.",3,4,4,3,1,Creative,Project Manager
"Proven track record in negotiation, with expertise in client management and CRM.",1,2,2,4,4,Openness,Sales Executive
"HR professional skilled in employee engagement, HR policies, and recruitment.",3,2,4,2,3,Openness,HR Specialist
"Experienced in recruitment, with knowledge of HR policies and employee engagement.",3,3,3,3,3,Analytical,HR Specialist
"Business analyst skilled in requirement gathering, data modeling, and process improvement.",4,4,3,4,4,Conscientious,Business Analyst
"Data analyst proficient in machine learning, data visualization, and SQL.",1,1,3,1,4,Openness,Data Analyst
"Specialized in computer vision, with research experience in deep learning and natural language processing.",1,2,4,3,2,Analytical,AI Researcher
"Experienced in machine learning, with skills in SQL and data visualization.",1,2,4,2,3,Creative,Data Analyst
"Sales executive with strong skills in negotiation, CRM, and client management.",2,2,2,3,3,Introverted,Sales Executive
"Project manager with expertise in Scrum, Agile, and stakeholder management.",1,3,3,3,3,Introverted,Project Manager
"Software engineer with experience in Python, cloud computing, and Java.",2,4,1,2,3,Analytical,Software Engineer
"Business analyst skilled in process improvement, data modeling, and requirement gathering.",1,2,1,4,4,Openness,Business Analyst
Expert in network security with hands-on experience in ethical hacking and risk assessment.,3,1,1,2,1,Introverted,Cybersecurity Analyst
"Graphic designer experienced in Illustrator, UX/UI design, and Adobe Photoshop.",3,1,2,3,4,Creative,Graphic Designer
"Proven track record in CRM, with expertise in client management and negotiation.",4,2,3,3,3,Conscientious,Sales Executive
"Experienced in data visualization, with skills in SQL and machine learning.",3,2,2,1,2,Creative,Data Analyst
"Experienced in data modeling, with knowledge of requirement gathering and process improvement.",3,4,4,4,3,Creative,Business Analyst
"Marketing manager with focus on SEO, digital campaigns, and branding.",3,3,4,2,3,Analytical,Marketing Manager
"Graphic designer experienced in Illustrator, UX/UI design, and Adobe Photoshop.",2,1,3,1,1,Conscientious,Graphic Designer
"Specialist in Adobe Photoshop, with skills in Illustrator and UX/UI design.",1,3,3,4,3,Openness,Graphic Designer
"Proven track record in client management, with expertise in negotiation and CRM.",3,2,2,3,3,Openness,Sales Executive
"Project manager with expertise in Agile, Scrum, and stakeholder management.",2,4,4,1,4,Creative,Project Manager
"Data analyst proficient in SQL, machine learning, and data visualization.",4,4,1,3,4,Analytical,Data Analyst
"Marketing manager with focus on SEO, branding, and digital campaigns.",3,1,2,3,4,Conscientious,Marketing Manager
"Project manager with expertise in Agile, Scrum, and stakeholder management.",4,4,3,3,4,Introverted,Project Manager
"Professional in digital campaigns, experienced in branding and SEO.",1,1,1,4,4,Openness,Marketing Manager
"Specialized in deep learning, with research experience in natural language processing and computer vision.",1,3,4,3,1,Conscientious,AI Researcher
"Professional in SEO, experienced in branding and digital campaigns.",1,2,1,1,2,Extraverted,Marketing Manager
"HR professional skilled in employee engagement, HR policies, and recruitment.",3,4,2,4,4,Creative,HR Specialist
"Professional in SEO, experienced in branding and digital campaigns.",4,4,1,2,3,Openness,Marketing Manager
"Project manager with expertise in Scrum, stakeholder management, and Agile.",4,4,1,4,1,Creative,Project Manager
Expert in network security with hands-on experience in risk assessment and ethical hacking.,3,4,3,3,2,Creative,Cybersecurity Analyst
"Professional in digital campaigns, experienced in branding and SEO.",2,2,3,4,2,Openness,Marketing Manager
"Graphic designer experienced in Illustrator, UX/UI design, and Adobe Photoshop.",2,2,4,4,2,Openness,Graphic Designer
"Cybersecurity analyst skilled in risk assessment, network security, and ethical hacking.",3,4,2,3,1,Conscientious,Cybersecurity Analyst
"Developer skilled in Java, cloud computing, and Python.",4,4,3,1,3,Openness,Software Engineer
Expert in ethical hacking with hands-on experience in network security and risk assessment.,3,3,1,3,3,Openness,Cybersecurity Analyst
"Data analyst proficient in machine learning, data visualization, and SQL.",3,2,4,1,4,Extraverted,Data Analyst
"Graphic designer experienced in Adobe Photoshop, UX/UI design, and Illustrator.",3,3,4,1,2,Analytical,Graphic Designer
Expert in network security with hands-on experience in ethical hacking and risk assessment.,3,2,4,3,2,Introverted,Cybersecurity Analyst
"Specialized in natural language processing, with research experience in computer vision and deep learning.",2,2,2,3,4,Openness,AI Researcher
"Graphic designer experienced in Illustrator, Adobe Photoshop, and UX/UI design.",1,2,3,1,1,Creative,Graphic Designer
"AI researcher with expertise in natural language processing, deep learning, and computer vision.",3,3,4,1,1,Creative,AI Researcher
"HR professional skilled in HR policies, employee engagement, and recruitment.",2,3,2,3,2,Conscientious,HR Specialist
"Software engineer with experience in Python, cloud computing, and Java.",1,4,3,3,2,Analytical,Software Engineer
"Professional in branding, experienced in SEO and digital campaigns.",2,1,3,1,4,Analytical,Marketing Manager
Expert in ethical hacking with hands-on experience in network security and risk assessment.,2,2,2,2,4,Introverted,Cybersecurity Analyst
"Project manager with expertise in stakeholder management, Agile, and Scrum.",2,3,1,4,3,Introverted,Project Manager
"Experienced in HR policies, with knowledge of recruitment and employee engagement.",3,3,4,3,4,Extraverted,HR Specialist
"Specialized in computer vision, with research experience in natural language processing and deep learning.",3,4,2,4,4,Creative,AI Researcher
"Specialized in natural language processing, with research experience in computer vision and deep learning.",4,4,1,3,3,Extraverted,AI Researcher
"Specialized in computer vision, with research experience in deep learning and natural language processing.",4,2,3,3,4,Extraverted,AI Researcher
"Sales executive with strong skills in client management, CRM, and negotiation.",1,3,2,1,1,Conscientious,Sales Executive
"Proven track record in negotiation, with expertise in client management and CRM.",3,3,2,4,4,Analytical,Sales Executive
"Experienced in SQL, with skills in machine learning and data visualization.",2,1,4,3,3,Extraverted,Data Analyst
"Manager experienced in Scrum, with background in Agile and stakeholder management.",3,1,3,1,3,Creative,Project Manager
"AI researcher with expertise in deep learning, natural language processing, and computer vision.",1,4,1,3,3,Creative,AI Researcher
"Cybersecurity analyst skilled in risk assessment, ethical hacking, and network security.",1,3,3,4,1,Conscientious,Cybersecurity Analyst
"Experienced in machine learning, with skills in SQL and data visualization.",3,1,1,2,3,Introverted,Data Analyst
"Experienced in recruitment, with knowledge of HR policies and employee engagement.",2,1,4,4,2,Analytical,HR Specialist
"Sales executive with strong skills in negotiation, client management, and CRM.",1,1,3,2,3,Introverted,Sales Executive
Expert in ethical hacking with hands-on experience in risk assessment and network security.,4,4,4,3,3,Extraverted,Cybersecurity Analyst
"Manager experienced in Agile, with background in Scrum and stakeholder management.",4,1,4,4,1,Extraverted,Project Manager
"AI researcher with expertise in deep learning, natural language processing, and computer vision.",2,2,2,1,4,Extraverted,AI Researcher
"Manager experienced in Agile, with background in Scrum and stakeholder management.",4,4,1,2,2,Analytical,Project Manager
"HR professional skilled in recruitment, HR policies, and employee engagement.",2,1,3,1,4,Creative,HR Specialist
"Graphic designer experienced in UX/UI design, Illustrator, and Adobe Photoshop.",3,4,4,3,3,Openness,Graphic Designer
"Business analyst skilled in process improvement, data modeling, and requirement gathering.",1,3,1,1,2,Extraverted,Business Analyst
"Manager experienced in stakeholder management, with background in Scrum and Agile.",4,4,3,3,1,Openness,Project Manager
"Manager experienced in stakeholder management, with background in Scrum and Agile.",4,3,4,2,2,Openness,Project Manager
"Manager experienced in stakeholder management, with background in Scrum and Agile.",4,2,2,4,2,Introverted,Project Manager
"Sales executive with strong skills in negotiation, CRM, and client management.",2,4,2,3,1,Introverted,Sales Executive
"AI researcher with expertise in natural language processing, computer vision, and deep learning.",4,4,2,2,1,Analytical,AI Researcher
