cv_text,quiz_q1,quiz_q2,quiz_q3,quiz_q4,quiz_q5,personality_label,job_role_label
"Architectural technologist with expertise in firewall, incident response, risk assessment.",2,4,4,3,4,Analytical,Cybersecurity Analyst
"Exhibitions officer, museum/gallery with expertise in budgeting, forecasting, financial models.",1,2,3,4,3,Analytical,Financial Analyst
"Petroleum engineer with expertise in cloud computing, APIs, Java.",1,3,1,3,4,Openness,Software Engineer
"Theatre stage manager with expertise in onboarding, talent acquisition, benefits management.",1,4,4,1,3,Extraverted,HR Manager
"Civil engineer, consulting with expertise in data visualization, statistics, SQL.",1,3,2,3,4,Openness,Data Analyst
"Retail manager with expertise in employee engagement, talent acquisition, onboarding.",3,2,4,1,2,Extraverted,HR Manager
"Waste management officer with expertise in Python, Java, cloud computing.",4,4,2,2,2,Openness,Software Engineer
"Manufacturing engineer with expertise in penetration testing, firewall, risk assessment.",2,3,4,4,4,Analytical,Cybersecurity Analyst
"Local government officer with expertise in risk assessment, network security, firewall.",4,3,2,4,2,Analytical,Cybersecurity Analyst
"Psychologist, educational with expertise in firewall, network security, incident response.",1,4,3,4,2,Analytical,Cybersecurity Analyst
"Community education officer with expertise in SQL, data visualization, machine learning.",2,2,4,1,1,Openness,Data Analyst
"Personnel officer with expertise in stakeholder management, Agile, risk management.",2,3,3,2,1,Introverted,Project Manager
"Biochemist, clinical with expertise in SEO, customer engagement, analytics.",1,4,4,4,4,Extraverted,Marketing Manager
"Animal technologist with expertise in UI/UX, wireframing, Adobe Creative Suite.",1,3,2,2,3,Creative,Graphic Designer
"Therapist, art with expertise in Agile, risk management, stakeholder management.",2,4,1,2,4,Introverted,Project Manager
"Scientific laboratory technician with expertise in Scrum, stakeholder management, Agile.",3,1,3,4,4,Introverted,Project Manager
"Corporate investment banker with expertise in financial models, budgeting, Excel.",4,3,1,2,3,Analytical,Financial Analyst
"Accountant, chartered certified with expertise in network security, firewall, penetration testing.",4,1,4,1,2,Analytical,Cybersecurity Analyst
"Solicitor with expertise in Adobe Creative Suite, UI/UX, wireframing.",2,1,3,3,2,Creative,Graphic Designer
"Diagnostic radiographer with expertise in cloud computing, Java, DevOps.",1,4,2,3,1,Openness,Software Engineer
"Ship broker with expertise in Python, deep learning, statistics.",4,4,3,2,3,Openness,Data Scientist
"Tourism officer with expertise in statistics, data mining, predictive analytics.",4,4,4,1,2,Openness,Data Scientist
"Counselling psychologist with expertise in network security, penetration testing, incident response.",1,4,4,3,2,Analytical,Cybersecurity Analyst
"Market researcher with expertise in Java, APIs, Python.",1,3,3,1,2,Openness,Software Engineer
"Conservator, museum/gallery with expertise in HRIS, onboarding, employee engagement.",3,3,2,4,2,Extraverted,HR Manager
"Social worker with expertise in prototyping, Adobe Creative Suite, branding.",2,4,3,1,4,Creative,Graphic Designer
"Intelligence analyst with expertise in financial models, forecasting, Excel.",2,1,3,4,1,Analytical,Financial Analyst
"Fast food restaurant manager with expertise in branding, wireframing, Adobe Creative Suite.",4,2,4,2,2,Creative,Graphic Designer
"Estate agent with expertise in deep learning, predictive analytics, statistics.",2,2,4,1,2,Openness,Data Scientist
"Leisure centre manager with expertise in cloud computing, Python, Java.",4,4,3,3,4,Openness,Software Engineer
"Designer, interior/spatial with expertise in Python, APIs, cloud computing.",3,3,4,1,2,Openness,Software Engineer
"Police officer with expertise in Python, statistics, predictive analytics.",1,3,4,2,1,Openness,Data Scientist
"Ergonomist with expertise in risk management, budgeting, Scrum.",2,2,2,1,1,Introverted,Project Manager
"Optician, dispensing with expertise in Python, predictive analytics, data mining.",1,1,3,4,3,Openness,Data Scientist
"Chief Financial Officer with expertise in SQL, data visualization, machine learning.",3,3,1,4,1,Openness,Data Analyst
"Best boy with expertise in campaigns, customer engagement, SEO.",2,3,3,2,1,Extraverted,Marketing Manager
"Public house manager with expertise in prototyping, UI/UX, branding.",4,3,1,3,2,Creative,Graphic Designer
"Scientific laboratory technician with expertise in financial models, forecasting, Excel.",3,2,2,4,3,Analytical,Financial Analyst
"Plant breeder/geneticist with expertise in predictive analytics, Python, deep learning.",3,4,2,3,1,Openness,Data Scientist
"Chiropractor with expertise in cloud computing, Python, Java.",1,1,3,3,3,Openness,Software Engineer
"Quarry manager with expertise in analytics, customer engagement, campaigns.",4,4,2,2,1,Extraverted,Marketing Manager
"Magazine journalist with expertise in risk management, Agile, Scrum.",4,2,4,4,1,Introverted,Project Manager
"Social worker with expertise in Power BI, machine learning, SQL.",3,3,3,3,4,Openness,Data Analyst
"Conservation officer, historic buildings with expertise in risk management, forecasting, budgeting.",2,2,3,1,2,Analytical,Financial Analyst
"Engineer, manufacturing with expertise in risk assessment, network security, firewall.",3,1,1,1,4,Analytical,Cybersecurity Analyst
"Barista with expertise in risk management, Excel, budgeting.",4,2,3,4,2,Analytical,Financial Analyst
"Barrister's clerk with expertise in forecasting, risk management, budgeting.",3,2,2,2,2,Analytical,Financial Analyst
"Pathologist with expertise in benefits management, onboarding, HRIS.",2,1,4,3,2,Extraverted,HR Manager
"Quarry manager with expertise in budgeting, financial models, risk management.",4,3,1,1,3,Analytical,Financial Analyst
"Chief Executive Officer with expertise in budgeting, stakeholder management, Scrum.",4,3,4,4,4,Introverted,Project Manager
"Equality and diversity officer with expertise in campaigns, SEO, analytics.",4,1,1,2,3,Extraverted,Marketing Manager
"Warehouse manager with expertise in DevOps, Java, Python.",4,4,4,4,1,Openness,Software Engineer
"Historic buildings inspector/conservation officer with expertise in SQL, machine learning, data visualization.",4,3,2,1,3,Openness,Data Analyst
"Paramedic with expertise in deep learning, predictive analytics, statistics.",1,4,4,2,2,Openness,Data Scientist
"Comptroller with expertise in predictive analytics, Python, deep learning.",3,3,4,3,1,Openness,Data Scientist
"Lighting technician, broadcasting/film/video with expertise in Python, APIs, Java.",1,2,3,4,4,Openness,Software Engineer
"Retail manager with expertise in predictive analytics, statistics, Python.",4,4,3,1,2,Openness,Data Scientist
"Waste management officer with expertise in machine learning, SQL, data visualization.",4,3,4,3,2,Openness,Data Analyst
"Cartographer with expertise in financial models, budgeting, forecasting.",2,4,3,2,4,Analytical,Financial Analyst
"Advertising art director with expertise in employee engagement, benefits management, HRIS.",3,3,1,1,3,Extraverted,HR Manager
"Actuary with expertise in firewall, incident response, penetration testing.",2,3,2,1,4,Analytical,Cybersecurity Analyst
"Web designer with expertise in statistics, deep learning, data mining.",1,3,4,2,2,Openness,Data Scientist
"Barista with expertise in statistics, data mining, deep learning.",3,2,4,1,4,Openness,Data Scientist
"Hospital pharmacist with expertise in customer engagement, analytics, SEO.",3,2,2,1,4,Extraverted,Marketing Manager
"Armed forces operational officer with expertise in forecasting, budgeting, Excel.",1,2,4,2,1,Analytical,Financial Analyst
"Prison officer with expertise in employee engagement, talent acquisition, benefits management.",4,1,1,4,1,Extraverted,HR Manager
"Probation officer with expertise in SEO, branding, analytics.",4,4,4,2,1,Extraverted,Marketing Manager
"Education officer, environmental with expertise in statistics, Python, deep learning.",2,1,3,2,3,Openness,Data Scientist
"Personnel officer with expertise in penetration testing, incident response, firewall.",2,1,1,2,3,Analytical,Cybersecurity Analyst
"Broadcast engineer with expertise in benefits management, HRIS, employee engagement.",1,3,3,3,1,Extraverted,HR Manager
"Proofreader with expertise in incident response, risk assessment, firewall.",3,4,3,3,3,Analytical,Cybersecurity Analyst
"Drilling engineer with expertise in UI/UX, branding, Adobe Creative Suite.",2,1,3,2,4,Creative,Graphic Designer
"Magazine features editor with expertise in incident response, firewall, penetration testing.",2,3,2,3,2,Analytical,Cybersecurity Analyst
"Plant breeder/geneticist with expertise in penetration testing, incident response, network security.",4,4,3,4,2,Analytical,Cybersecurity Analyst
"Therapist, art with expertise in prototyping, Adobe Creative Suite, wireframing.",1,2,3,1,4,Creative,Graphic Designer
"Chief Technology Officer with expertise in Power BI, SQL, data visualization.",2,3,3,2,1,Openness,Data Analyst
"Sales promotion account executive with expertise in prototyping, wireframing, Adobe Creative Suite.",3,1,2,3,2,Creative,Graphic Designer
"Production assistant, radio with expertise in APIs, Java, Python.",4,4,1,4,4,Openness,Software Engineer
"Therapist, speech and language with expertise in predictive analytics, Python, data mining.",3,3,1,2,2,Openness,Data Scientist
"Scientist, marine with expertise in network security, risk assessment, firewall.",2,1,3,3,3,Analytical,Cybersecurity Analyst
"Administrator with expertise in Python, APIs, Java.",4,4,4,2,2,Openness,Software Engineer
"Scientist, research (physical sciences) with expertise in firewall, penetration testing, incident response.",3,3,3,2,2,Analytical,Cybersecurity Analyst
"Solicitor, Scotland with expertise in APIs, Java, Python.",1,2,4,1,4,Openness,Software Engineer
"Tax inspector with expertise in APIs, Java, Python.",1,3,1,2,4,Openness,Software Engineer
"Archivist with expertise in analytics, SEO, branding.",3,2,3,2,4,Extraverted,Marketing Manager
"Claims inspector/assessor with expertise in customer engagement, branding, analytics.",2,3,4,1,3,Extraverted,Marketing Manager
"Psychologist, educational with expertise in HRIS, benefits management, onboarding.",1,4,3,3,1,Extraverted,HR Manager
"Ergonomist with expertise in cloud computing, Python, DevOps.",4,2,2,4,1,Openness,Software Engineer
"Designer, multimedia with expertise in Scrum, Agile, risk management.",4,2,3,4,1,Introverted,Project Manager
"Scientist, physiological with expertise in Java, cloud computing, APIs.",4,1,3,4,3,Openness,Software Engineer
"Medical illustrator with expertise in cloud computing, APIs, Java.",2,2,2,2,2,Openness,Software Engineer
"Programmer, applications with expertise in Excel, financial models, budgeting.",2,1,2,1,3,Analytical,Financial Analyst
"Production assistant, television with expertise in Python, statistics, data mining.",2,3,1,4,3,Openness,Data Scientist
"Catering manager with expertise in HRIS, employee engagement, benefits management.",3,3,1,4,1,Extraverted,HR Manager
"Regulatory affairs officer with expertise in Python, cloud computing, APIs.",3,3,3,2,3,Openness,Software Engineer
"Health and safety adviser with expertise in deep learning, data mining, statistics.",3,4,1,1,4,Openness,Data Scientist
"Engineer, aeronautical with expertise in cloud computing, APIs, DevOps.",3,3,3,1,2,Openness,Software Engineer
"Teacher, music with expertise in talent acquisition, employee engagement, benefits management.",4,3,2,2,2,Extraverted,HR Manager
"Translator with expertise in incident response, penetration testing, network security.",1,4,3,1,3,Analytical,Cybersecurity Analyst
"Air traffic controller with expertise in DevOps, Java, cloud computing.",2,3,2,3,4,Openness,Software Engineer
"Camera operator with expertise in data mining, predictive analytics, deep learning.",2,2,4,4,3,Openness,Data Scientist
"Merchant navy officer with expertise in Scrum, stakeholder management, risk management.",2,2,3,1,2,Introverted,Project Manager
"Conservator, furniture with expertise in firewall, network security, risk assessment.",1,1,1,3,4,Analytical,Cybersecurity Analyst
"Armed forces logistics/support/administrative officer with expertise in Scrum, Agile, stakeholder management.",2,2,1,3,3,Introverted,Project Manager
"Insurance risk surveyor with expertise in UI/UX, prototyping, branding.",2,3,4,1,2,Creative,Graphic Designer
"Financial risk analyst with expertise in Excel, risk management, forecasting.",4,2,2,2,3,Analytical,Financial Analyst
"Cytogeneticist with expertise in Agile, Scrum, stakeholder management.",4,2,4,4,3,Introverted,Project Manager
"Therapist, horticultural with expertise in UI/UX, branding, Adobe Creative Suite.",4,1,3,3,4,Creative,Graphic Designer
